association,score,general_aspect,review_text,hotel,location,review_rating
cafe otimo,5,comida,"Hotel com administracao familiar com atendimento cortes. Quarto espacoso e limpo, com cama confortavel. Bom isolamento acustico nas paredes. O cafe da manha e otimo, com varios frios, paes, cereais, iogurte, frutas, bolos, geleias. Tem piscina climatizada na cobertura. Localizado em frente a marina de onde saem os passeios de barco para a Ponta da Piedade e a 10 minutos de caminhada do centro de Lagos. Estacionamento publico ao lado do hotel custa 1 euro por dia na baixa temporada (outubro a maio) e 3 euros na alta (junho a setembro). Para quem nao esta de carro, na avenida do hotel passa onibus urbano para ir a praia da Dona Ana e a Ponta da Piedade. ",Hotel Marina Rio,Distrito de Faro,4
cafe da manha otimo,5,comida,"Hotel com administracao familiar com atendimento cortes. Quarto espacoso e limpo, com cama confortavel. Bom isolamento acustico nas paredes. O cafe da manha e otimo, com varios frios, paes, cereais, iogurte, frutas, bolos, geleias. Tem piscina climatizada na cobertura. Localizado em frente a marina de onde saem os passeios de barco para a Ponta da Piedade e a 10 minutos de caminhada do centro de Lagos. Estacionamento publico ao lado do hotel custa 1 euro por dia na baixa temporada (outubro a maio) e 3 euros na alta (junho a setembro). Para quem nao esta de carro, na avenida do hotel passa onibus urbano para ir a praia da Dona Ana e a Ponta da Piedade. ",Hotel Marina Rio,Distrito de Faro,4
iogurte otimo,5,comida,"Hotel com administracao familiar com atendimento cortes. Quarto espacoso e limpo, com cama confortavel. Bom isolamento acustico nas paredes. O cafe da manha e otimo, com varios frios, paes, cereais, iogurte, frutas, bolos, geleias. Tem piscina climatizada na cobertura. Localizado em frente a marina de onde saem os passeios de barco para a Ponta da Piedade e a 10 minutos de caminhada do centro de Lagos. Estacionamento publico ao lado do hotel custa 1 euro por dia na baixa temporada (outubro a maio) e 3 euros na alta (junho a setembro). Para quem nao esta de carro, na avenida do hotel passa onibus urbano para ir a praia da Dona Ana e a Ponta da Piedade. ",Hotel Marina Rio,Distrito de Faro,4
hotel excelente,5,hotel,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
localizado muito bem,4,localizacao,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
funcionarios muito educados,4,servico,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
cafe muito gostoso,4,comida,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
cafe da manha muito gostoso,4,comida,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
cafe farto,3,comida,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
cafe da manha farto,3,comida,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
quarto espacoso,3,instalacoes,"O hotel e excelente! Muito bem localizado, de frente para a Marina e a apenas cinco minutos de caminhada do centro, onde ha restaurantes, bares e lojinhas. Ha estacionamento pago ao lado do hotel. A diaria custa 3 euros. E possivel tambem ir a grande maioria das praias a pe. Os funcionarios sao muito educados e prontos a atender-nos. Cafe da manha farto e muito gostoso. O quarto e espacoso e atendeu as nossas necessidades. Conclusao: muito bom! ",Hotel Marina Rio,Distrito de Faro,5
hotel excelente,5,hotel,E um hotel excelente Localizacao a 100 metros da praia de Salema . 1 lugar de esta estacionamento cargas e descargas . Pessoal do Hotel muito simpatico Os quartos sao grandes sem grandes decoracao sem qualquer luxo com varanda virada para a praia. Ar condicionado e TV que funcionam :) 100 por noite em Agosto para a simplicidade do Hotel acho elevado . ,Hotel Residencial Salema,Distrito de Faro,3
pessoal muito simpatico,4,servico,E um hotel excelente Localizacao a 100 metros da praia de Salema . 1 lugar de esta estacionamento cargas e descargas . Pessoal do Hotel muito simpatico Os quartos sao grandes sem grandes decoracao sem qualquer luxo com varanda virada para a praia. Ar condicionado e TV que funcionam :) 100 por noite em Agosto para a simplicidade do Hotel acho elevado . ,Hotel Residencial Salema,Distrito de Faro,3
quartos grandes,3,instalacoes,E um hotel excelente Localizacao a 100 metros da praia de Salema . 1 lugar de esta estacionamento cargas e descargas . Pessoal do Hotel muito simpatico Os quartos sao grandes sem grandes decoracao sem qualquer luxo com varanda virada para a praia. Ar condicionado e TV que funcionam :) 100 por noite em Agosto para a simplicidade do Hotel acho elevado . ,Hotel Residencial Salema,Distrito de Faro,3
quartos sem luxo,3,instalacoes,E um hotel excelente Localizacao a 100 metros da praia de Salema . 1 lugar de esta estacionamento cargas e descargas . Pessoal do Hotel muito simpatico Os quartos sao grandes sem grandes decoracao sem qualquer luxo com varanda virada para a praia. Ar condicionado e TV que funcionam :) 100 por noite em Agosto para a simplicidade do Hotel acho elevado . ,Hotel Residencial Salema,Distrito de Faro,3
local nao ruim,3,localizacao,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
localizado muito bem,4,localizacao,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe da manha excelente,5,comida,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
servico otimo,5,servico,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
servico de bar otimo,5,comida|servico,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
atendimento muito atencioso,4,servico,"Num primeiro momento, ao se chegar na praca onde o hotel esta, vc pode ate levar um susto achando que esta num local ruim, mas nao! O NH e muito bem localizado, da para se fazer quase que tudo a pe, fora que tem uma estacao de metro colada nele. Cafe da manha excelente, servico de bar otimo, atendimento muito atencioso. Super indico! ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
tudo muito lindo,5,outros,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
tudo cuidado,3,outros,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
piscina muito agradavel,4,instalacoes,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
decoracao muito bonita,5,decoracao,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
arquitetura muito bonita,5,decoracao|instalacoes,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
jantamos amamos,5,comida,"Estive por 3 noites no Shinta Mani. Gostei muito! ! Tudo muito lindo e cuidado. A piscina e muito agradavel! ! A decoracao e a arquitetura do hotel e muito bonita! Jantamos no restaurante do Shinta Mani Angkor, propriedade em frente, e amamos! O banheiro poderia ser um pouco maior. . . Fizemos o passeio ao templo organizado pelo hotel e foi excelente. O hotel tem uma fundacao, com trabalho humanitario numa comunidade proxima e fomos conhecer. Muito interessante! ! O staff e extremamente atencioso e sorridente! ! ",Shinta Mani Shack,Camboja,5
